path,sentence
1_Mose_1_54.wav,"Na Onyankopɔn hunuu sɛ, ɛyɛ. Na adeɛ saeɛ, ɛnna adeɛ kyeeɛ"
1_Mose_1_55.wav,Ɛda a ɛtɔ so ɛnan ne no. Onyankopɔn kaa sɛ
1_Mose_1_56.wav,"Abɔdeɛ a nkwa wɔ mu nhyɛ nsuo no ma, na nnomaa ntu mfa asase so"
1_Mose_1_57.wav,nkyɛmu a ɛwɔ ewiem no so
1_Mose_1_58.wav,"Enti, Onyankopɔn bɔɔ ɛpo mu mmoa akɛseɛ"
1_Mose_1_59.wav,ne mmoa ahodoɔ nyinaa a wɔwɔ nkwa
1_Mose_1_60.wav,na wɔkeka wɔn ho ne nnomaa ahodoɔ nyinaa
1_Mose_1_61.wav, Na Onyankopɔn hunuu sɛ ɛyɛ
1_Mose_1_62.wav,Onyankopɔn hyiraa abɔdeɛ no nyinaa so
1_Mose_1_63.wav,"ɛnna ɔkaa sɛ, “Monwo"
1_Mose_1_64.wav,na monyɛ bebree na monhyɛ ɛpo no mu ma
1_Mose_1_65.wav,na nnomaa ase ntrɛ wɔ asase so
1_Mose_1_66.wav,Na adeɛ saeɛ ɛnna adeɛ kyeeɛ
1_Mose_1_67.wav,"Ɛda a, ɛtɔ so enum no no"
1_Mose_1_68.wav,Onyankopɔn kaa sɛ
1_Mose_1_69.wav,Abɔdeɛ a nkwa wɔ mu ahodoɔ nyinaa ne wɔn sɛso
1_Mose_1_70.wav,anantwie ne mmoa a wɔwea wɔn afuru so
1_Mose_1_71.wav,ne mmoa ahodoɔ a wɔyɛ keka
1_Mose_1_72.wav,a wɔwɔ asase so nyinaa mmra asase so
1_Mose_1_73.wav,Na ɛyɛɛ saa. Onyankopɔn bɔɔ mmoa ahodoɔ
1_Mose_1_74.wav, anantwie ahodoɔ ne wɔn sɛso
1_Mose_1_75.wav,"ne mmoa a, wɔwea wɔn afuru so"
1_Mose_1_76.wav,"ne wɔn sɛso. Na Onyankopɔn hunuu sɛ, ɛyɛ"
1_Mose_1_77.wav,"Onyankopɔn kaa sɛ,"
1_Mose_1_78.wav,“Momma yɛmmɔ onipa sɛ yɛn sɛso
1_Mose_1_79.wav,na ɔnni ɛpo mu mpataa
1_Mose_1_80.wav,ewiem nnomaa
1_Mose_1_81.wav,anantwie ne mmoa a wɔyɛ keka
1_Mose_1_82.wav,ne biribiara a ɛwea nʼafuru so no so
1_Mose_1_83.wav,wɔ asase so
1_Mose_1_84.wav,"Enti, Onyankopɔn bɔɔ onipa sɛ ne sɛso"
1_Mose_1_85.wav,Onyankopɔn sɛso so na ɔbɔɔ wɔn
1_Mose_1_86.wav,ɔbaa ne ɔbarima na ɔbɔɔ wɔn
1_Mose_1_87.wav,"Onyankopɔn hyiraa wɔn, ka kyerɛɛ wɔn sɛ"
1_Mose_1_88.wav,Monwo na monyɛ asase so ma
1_Mose_1_89.wav,na monni biribiara so. Monni ɛpo mu mpataa
1_Mose_1_90.wav, ne ewiem nnomaa
1_Mose_1_91.wav," ne abɔdeɛ biara a, nkwa wɔ mu a"
1_Mose_1_92.wav,ɛwɔ asase so no nyinaa so
1_Mose_1_93.wav,"Afei, Onyankopɔn kaa sɛ"
1_Mose_1_94.wav,Mede asase so afifideɛ a ɛso aba nyinaa
1_Mose_1_95.wav,afifideɛ biara a
1_Mose_1_96.wav,aba hyɛ ne nnuaba mu wɔ asase yi so nyinaa hyɛ wo nsa
1_Mose_1_97.wav,Ɛbɛyɛ wʼaduane
1_Mose_1_98.wav,Mede nhahammono nyinaa ama aboa biara a ɔwɔ asase so
1_Mose_1_99.wav,anomaa biara a ɔwɔ ewiem
1_Mose_1_100.wav,biribiara a ɛwea nʼafuru so
1_Mose_1_101.wav,biribiara a nkwa wɔ mu wɔ asase so
1_Mose_1_102.wav,sɛ wɔn aduane.” Na ɛyɛɛ saa
1_Mose_1_103.wav,Onyankopɔn hwɛɛ deɛ wayɛ nyinaa hunuu sɛ ɛyɛ papa
1_Mose_1_104.wav,Na adeɛ saeɛ na adeɛ kyeeɛ
1_Mose_1_105.wav,Yei ne ɛda a ɛtɔ so nsia. ena hɔ
1_Mose_2_1.wav,mose nnwoma a dikan
1_Mose_2_2.wav,ti mmienu
1_Mose_2_3.wav,Yei ne ɛkwan a Onyankopɔn faa so bɔɔ ɔsoro ne asase
1_Mose_2_4.wav, ne deɛ ɛwɔ mu nyinaa
1_Mose_2_5.wav,Ɛduruu ɛda a ɛtɔ so nson no
1_Mose_2_6.wav,na Onyankopɔn awie nnwuma a ɔhyɛɛ aseɛ yɛeɛ no nyinaa
1_Mose_2_7.wav,"Enti, ɛda a ɛtɔ so nson no"
1_Mose_2_8.wav,ɔgyee nʼahome
1_Mose_2_9.wav,Onyankopɔn hyiraa ɛda a ɛtɔ so nson no
1_Mose_2_10.wav,na ɔtee ho
1_Mose_2_11.wav,Ɛfiri sɛ
1_Mose_2_12.wav,saa ɛda no na Onyankopɔn gyee nʼahome firii adebɔ nnwuma no nyinaa ho
1_Mose_2_13.wav,Yei ne ɔsoro ne asase bɔ ho asɛm
1_Mose_2_14.wav,Ɛberɛ a Awurade Onyankopɔn bɔɔ ɔsoro ne asase no
1_Mose_2_15.wav,Na afifideɛ biara nni asase so
1_Mose_2_16.wav,na wiram nnua biara nso nni hɔ
1_Mose_2_17.wav,"Ɛfiri sɛ, na Awurade Onyankopɔn mmaa nsuo ntɔɔ wɔ asase so"
1_Mose_2_18.wav,na onipa nso nni asase so a ɔbɛyɛ so adwuma
1_Mose_2_19.wav,Nanso
1_Mose_2_20.wav, nsutire puepue fifirii asase mu bɛpetee asase ani nyinaa
1_Mose_2_21.wav,Awurade Onyankopɔn de asase no so dɔteɛ nwonoo onipa
1_Mose_2_22.wav,na ɔhomee nkwa home guu ne hwene mu
1_Mose_2_23.wav, maa onipa no bɛyɛɛ ɔteasefoɔ
1_Mose_2_24.wav,"Afei, Awurade Onyankopɔn yɛɛ turo wɔ Eden apueeɛ fam"
1_Mose_2_25.wav,na ɛhɔ na ɔde onipa a ɔnwonoo no no tenaeɛ
1_Mose_2_26.wav,Awurade Onyankopɔn maa nnua ahodoɔ nyinaa fifirii asase no so
1_Mose_2_27.wav,nnua a ɛyɛ fɛ na wɔdie.
1_Mose_2_28.wav,Turo no mfimfini no na nkwa dua
1_Mose_2_29.wav,ɛnna papa ne bɔnehunu dua sisie
1_Mose_2_30.wav,Na nsuo tene firi Eden bɛgugu turo no mu afifideɛ no so
1_Mose_2_31.wav,"ɛfiri hɔ a, na saa nsuo no mu apaapae ayɛ nsubɔntene ɛnan"
1_Mose_2_32.wav,Wɔtoo nsuo a apaapae no mu deɛ ɛdi ɛkan no edin Pison
1_Mose_2_33.wav,Na ɛkontonkonton fa Hawila asase a sikakɔkɔɔ wɔ so no so nyinaa.
1_Mose_2_34.wav,Na saa asase no so sikakɔkɔɔ yɛ
1_Mose_2_35.wav,Na ɛhyɛ a ɛyɛ hwam ne apopobibirieboɔ nso wɔ hɔ
1_Mose_2_36.wav,Asubɔnten a ɛtɔ so mmienu no din de Gihon
1_Mose_2_37.wav, Na ɛno ara na abobare afa Kus asase ho nyinaa
1_Mose_2_38.wav,Asuo a ɛtɔ so mmiɛnsa no
1_Mose_2_39.wav,na wɔfrɛ no
1_Mose_2_40.wav,Tigris a ɛtene kɔ asase kɛseɛ Asiria apueeɛ fam
1_Mose_2_41.wav,"Asuo a ɛtɔ so ɛnan no nso, na wɔfrɛ no Eufrate."
1_Mose_2_42.wav,Awurade Onyankopɔn faa onipa no de no kɔtenaa Eden turo mu hɔ sɛ ɔnyɛ mu adwuma
1_Mose_2_43.wav,na ɔnhwɛ so. Na Awurade Onyankopɔn bɔɔ onipa no kɔkɔ sɛ
1_Mose_2_44.wav,Wowɔ ho ɛkwan sɛ
1_Mose_2_45.wav, wodi dua biara so aba wɔ turo yi mu ha
1_Mose_2_46.wav,nanso wonni ho ɛkwan sɛ wodi papa ne bɔnehunu dua no so aba
1_Mose_2_47.wav,"Ɛda a wobɛdie no, deɛ ɛbɛyɛ biara, wobɛwu"
1_Mose_2_48.wav,Onyankopɔn Bɔ Hawa
1_Mose_2_49.wav,"Afei, Awurade Onyankopɔn kaa sɛ, “Ɛnyɛ sɛ onipa nko ara tena"
1_Mose_2_50.wav,mɛbɔ ɔboafoɔ a ɔfata no ama no
1_Mose_2_51.wav,"Saa ɛberɛ no na, Awurade Onyankopɔn de mfuturo"
1_Mose_2_52.wav,abɔ wiram mmoa ne ewiem nnomaa nyinaa
1_Mose_2_53.wav,"Enti, ɔde wɔn brɛɛ onipa sɛ ɔnhwehwɛ edin ko a ɔde bɛtoto wɔn"
1_Mose_2_54.wav,Edin a onipa de too abɔdeɛ a nkwa wɔ mu biara no
1_Mose_2_55.wav,ɛno ara na ɛyɛɛ edin a wɔde frɛɛ no
1_Mose_2_56.wav,"Enti, onipa totoo nyɛmmoa"
1_Mose_2_57.wav,ewiem nnomaa ne wiram mmoa no nyinaa edin
1_Mose_2_58.wav,"Nanso, onipa deɛ, wannya ɔboafoɔ a ɔfata no."
1_Mose_2_59.wav,"Enti, Awurade Onyankopɔn maa onipa daa nnahɔɔ"
1_Mose_2_60.wav,"Ɛberɛ a onipa daa saa no,"
1_Mose_2_61.wav,ɔyii ne mfe mu mpadeɛ baako
1_Mose_2_62.wav,na
1_Mose_2_63.wav,ɔde honam taree deɛ ɔyii mpadeɛ hɔ no
1_Mose_2_64.wav,"Afei, Awurade Onyankopɔn de mfe mu mpadeɛ baako a ɔyi firii onipa mu no bɔɔ ɔbaa"
1_Mose_2_65.wav,de no maa onipa no.
1_Mose_2_66.wav,"Na Adam kaa sɛ, “Mʼankasa me dompe"
1_Mose_2_67.wav,ne me honam bi nie.
1_Mose_2_68.wav,"Wɔbɛfrɛ yei ɔbaa ɛfiri sɛ,"
1_Mose_2_69.wav,ɔbarima mu na wɔyii no firiiɛ.
1_Mose_2_70.wav,Yei enti na ɔbarima gya nʼagya ne ne na
1_Mose_2_71.wav,de ne ho kɔbata ne yere ho sɛdeɛ wɔn baanu bɛyɛ nnipa korɔ
1_Mose_2_72.wav,"Saa ɛberɛ no, na ɔbarima ne ne yere"
1_Mose_2_73.wav,"nyinaa ho da hɔ, nanso na wɔmfɛre."
1_Mose_3_1.wav,mose nnwoma a ɛdikan ɛti mmiɛnsa
1_Mose_3_2.wav,Bɔne A Adam Yɛeɛ Ne Akyire Asɛm
1_Mose_3_3.wav,Na ɔwɔ yɛ ɔdaadaafoɔ wɔ wiram mmoadoma a Awurade Onyankopɔn abɔ wɔn no nyinaa mu
1_Mose_3_4.wav,"Ɔwɔ no kɔɔ ɔbaa no nkyɛn kɔbisaa no sɛ, “Enti, ɛyɛ ampa ara sɛ"
1_Mose_3_5.wav,"Onyankopɔn se, ‘Monnni turo yi mu aduaba biara?’ ” Ɔbaa no buaa ɔwɔ sɛ"
1_Mose_3_6.wav,"Yɛtumi di nnua a ɛwɔ turo yi mu no so aduaba biara, nanso Onyankopɔn kaa sɛ"
1_Mose_3_7.wav,Ɛnsɛ sɛ yɛdi dua a ɛsi turo no mfimfini no so aduaba
1_Mose_3_8.wav,"na ɛnsɛ sɛ yɛde yɛn nsa mpo ka, anyɛ saa a, yɛbɛwuwu"
1_Mose_3_9.wav,"Na ɔwɔ no ka kyerɛɛ ɔbaa no sɛ, “Morenwuwu"
1_Mose_3_10.wav,"Onyankopɔn nim sɛ, ɛda a mobɛdi no ara pɛ, mo ani bɛba mo ho so"
1_Mose_3_11.wav,"ama moayɛ sɛ Onyankopɔn, na moahunu papa ne bɔne"
1_Mose_3_12.wav,"Ɛberɛ a ɔbaa no hunuu sɛ dua a ɛsi mfimfini no so aba no wɔdi a, ɛbɛyɛ yie"
1_Mose_3_13.wav,"na ɛyɛ akɔnnɔ, na afei ɛte ani no, ɔtee bi diiɛ"
1_Mose_3_14.wav,ɛde bi ma ne kunu a na ɔne no wɔ hɔ maa ɔno nso diiɛ
1_Mose_3_15.wav,"Wɔdi wieeɛ no, wɔn baanu ani baa wɔn ho so"
1_Mose_3_16.wav,na wɔhunuu sɛ wɔn nyinaa da adagya
1_Mose_3_17.wav,"Enti, wɔkekaa nhahan sisii animu de kataa wɔn adagya so"
1_Mose_3_18.wav,"Ɛda no anwummerɛ, wɔtee Awurade Onyankopɔn nka sɛ ɔnam turo no mu."
1_Mose_3_19.wav,"Enti, Adam ne ne yere Hawa de wɔn ho kɔsiee nnua a ɛwɔ turo no mu bi"
1_Mose_3_20.wav,"sɛdeɛ Awurade Onyankopɔn renhunu wɔn. Enti, Awurade Onyankopɔn frɛɛ Adam bisaa no sɛ"
1_Mose_3_21.wav,"Mowɔ he?” Adam buaa sɛ, “Metee wo nka wɔ turo no mu hɔ"
1_Mose_3_22.wav,"nanso na mesuro, ɛfiri sɛ, na meda adagya enti mekɔtɛeɛ"
1_Mose_3_23.wav,"Na Onyankopɔn bisaa no sɛ, “Hwan na ɔka kyerɛɛ wo sɛ na woda adagya"
1_Mose_3_24.wav,"Gyama dua a meka kyerɛɛ wo sɛ, nni so aba no, woadi nʼaba no bi"
1_Mose_3_25.wav,"Adam kaa sɛ, “Aane. Ɔbaa no a wode no maa me sɛ me ne no ntena no"
1_Mose_3_26.wav,ɛna ɔde aduaba a ɔte firii dua no so no brɛɛ me ma mediiɛ
1_Mose_3_27.wav,"Enti, Awurade Onyankopɔn bisaa ɔbaa no sɛ, “Ɛdeɛn na woayɛ yi?” Ɔbaa no buaa sɛ"
1_Mose_3_28.wav,"Ɔwɔ no na ɔdaadaa me ma mediiɛ.” Enti, Awurade Onyankopɔn ka kyerɛɛ ɔwɔ no sɛ"
1_Mose_3_29.wav,"Esiane saa adeɛ a woayɛ yi enti, “Wɔadome wo wɔ mmoa nyinaa ne nkekaboa mu"
1_Mose_3_30.wav,"Wobɛwea wʼafuru so, na wo nkwa nna nyinaa woadi mfuturo"
1_Mose_3_31.wav,Mede ɔtan bɛto wo ne ɔbaa no ne wʼasefoɔ ne nʼasefoɔ ntam.
1_Mose_3_32.wav,"Ɔno na ɔbɛbɔ wo tire, na wo nso woaka ne nantin"
1_Mose_3_33.wav,"Afei, Awurade Onyankopɔn ka kyerɛɛ ɔbaa no nso sɛ, “Wobɛte ɔyea pa ara wɔ wʼawoɔ mu"
1_Mose_3_34.wav,ɔyea mu na wobɛwo mma. Yei nyinaa akyiri no
1_Mose_3_35.wav,wʼani bɛgyina wo kunu na ɔbɛdi wo so.” Onyankopɔn ka kyerɛɛ Adam nso sɛ
1_Mose_3_36.wav,"Esiane sɛ wotiee wo yere asɛm, na wodii dua a mehyɛɛ wo sɛ"
1_Mose_3_37.wav,"Nni so aba no’ enti, “Madome asase, na ɔbrɛ ne ɔhaw mu"
1_Mose_3_38.wav,na wobɛdidi so wo nkwa nna nyinaa
1_Mose_3_39.wav,Ɛbɛfifiri nkasɛɛ ne nkyɛkyerɛ ama wo na woadi wiram nhahan
1_Mose_3_40.wav,"Wobɛsiam wʼanim fifire ansa na woanya aduane adi, kɔsi sɛ wobɛwu akɔ dɔteɛ mu"
1_Mose_3_41.wav,"ɛfiri sɛ, dɔteɛ no mu na menwonoo wo firiiɛ; woyɛ dɔteɛ"
1_Mose_3_42.wav,"na dɔteɛ mu na wobɛsane akɔ.” Adam too ne yere no edin Hawa, ɛfiri sɛ"
1_Mose_3_43.wav,ɔno na ɔbɛyɛ ateasefoɔ nyinaa na. Awurade Onyankopɔn de
1_Mose_3_44.wav,aboa nwoma yɛɛ ntadeɛ maa Adam ne ne yere Hawa de kataa wɔn ho
1_Mose_3_45.wav,"awurade Onyankopɔn kaa sɛ, “Afei, onipa no abɛyɛ sɛ yɛn ara"
1_Mose_3_46.wav,wahunu papa ne bɔne. Ɛnsɛ sɛ yɛma no ɛkwan na ɔtene ne nsa kɔte nkwa dua no so aba no bi die
1_Mose_3_47.wav,"na ɔtena ase afebɔɔ.” Enti, Awurade Onyankopɔn pamoo no firii Eden turo no mu sɛ"
1_Mose_3_48.wav,"ɔnkɔyɛ adwuma wɔ asase a, wɔnwonoo no firii mu no so. Ɔpamoo onipa no"
1_Mose_3_49.wav,Na Eden turo no apueeɛ fam mu no
1_Mose_3_50.wav,ɔde Kerubim ne afena a ɛredɛre twa ne ho
1_Mose_3_51.wav,ɛfa baabiara no sii hɔ sɛ
1_Mose_3_52.wav,ɛnwɛn ɛkwan a ɛkɔ nkwa dua no ho
1_Mose_4_1.wav,mose nnwoma a ɛdikan ɛti nnan
1_Mose_4_2.wav,Kain Ne Habel Afɔrebɔ
1_Mose_4_3.wav,"Afei, Adam de ne ho kaa ne yere Hawa"
1_Mose_4_4.wav, na ɔnyinsɛne woo abarimaa a wɔfrɛ no Kain
1_Mose_4_5.wav,Na ɔkaa sɛ
1_Mose_4_6.wav,Awurade adaworoma
1_Mose_4_7.wav,mawo ɔbabarima
1_Mose_4_8.wav,"Akyire no, ɔsane woo nʼakyiri ɔbabarima too no edin Habel"
1_Mose_4_9.wav,Na Habel bɛyɛɛ odwanhwɛfoɔ
1_Mose_4_10.wav,ɛnna Kain nso bɛyɛɛ okuafoɔ
1_Mose_4_11.wav,Nna bi akyiri
1_Mose_4_12.wav,Kain de nʼafuom nnɔbaeɛ bi kɔbɔɔ Awurade afɔdeɛ
1_Mose_4_13.wav,Habel nso de ne nyɛmmoa no mu mmakan a wɔadɔre sradeɛ kɔbɔɔ
1_Mose_4_14.wav,Onyankopɔn afɔdeɛ
1_Mose_4_15.wav,Awurade ani sɔɔ Habel afɔrebɔdeɛ no.
1_Mose_4_16.wav,Nanso Kain afɔrebɔdeɛ no deɛ
1_Mose_4_17.wav,nʼani ansɔ
1_Mose_4_18.wav,Asɛm no anyɛ Kain dɛ
1_Mose_4_19.wav,na ne bo fuiɛ
1_Mose_4_20.wav,Awurade bisaa Kain sɛ
1_Mose_4_21.wav,Adɛn enti na wo bo afuo
1_Mose_4_22.wav,Adɛn enti na woamuna saa
1_Mose_4_23.wav, Sɛ woyɛ ade pa a
1_Mose_4_24.wav,wɔbɛgye wo atom
1_Mose_4_25.wav,Sɛ wonyɛ ade pa deɛ a
1_Mose_4_26.wav,"ɛnneɛ, hwɛ yie"
1_Mose_4_27.wav,Ɛfiri sɛ
1_Mose_4_28.wav,bɔne retwɛn ako atia wo
1_Mose_4_29.wav,asɛe wo
1_Mose_4_30.wav,nanso ɛsɛ sɛ wodi ne so
1_Mose_4_31.wav,Kain Kum Habel
1_Mose_4_32.wav,Ɛda bi Kain ka kyerɛɛ ne nua Habel sɛ
1_Mose_4_33.wav,Ma yɛnkɔ afuom
1_Mose_4_34.wav, Ɛberɛ a wɔwɔ afuom hɔ no
1_Mose_4_35.wav,"Kain to hyɛɛ ne nua Habel so, kumm no"
1_Mose_4_36.wav,Awurade bisaa Kain sɛ
1_Mose_4_37.wav,Wo nua Habel wɔ he
1_Mose_4_38.wav,Kain buaa sɛ
1_Mose_4_39.wav,Mennim
1_Mose_4_40.wav,Mɛyɛ dɛn mahunu
1_Mose_4_41.wav,Me na mehwɛ me nua no so anaa
1_Mose_4_42.wav,Awurade bisaa Kain sɛ
1_Mose_4_43.wav,Ɛdeɛn na woayɛ yi
1_Mose_4_44.wav,Tie! Wo nua mogya su
1_Mose_4_45.wav,firi asase so frɛ me
1_Mose_4_46.wav,"Seesei, wɔadome wo"
1_Mose_4_47.wav,apamo wo afiri asase a
1_Mose_4_48.wav,ɛbuee nʼano gyee wo nua mogya firii wo nsam no so
1_Mose_4_49.wav, Sɛ woyɛ asase no so adwuma sɛ ɛdeɛn a
1_Mose_4_50.wav,worennya nnɔbaeɛ biara mfiri so
1_Mose_4_51.wav,Wobɛyɛ ɔkobɔfoɔ
1_Mose_4_52.wav,akyinkyin asase so
1_Mose_4_53.wav,Kain kaa sɛ
1_Mose_4_54.wav,Awurade mʼasotweɛ boro me so
1_Mose_4_55.wav,"Ɛnnɛ, woapam me afiri asase so"
1_Mose_4_56.wav,ɛne wiram
1_Mose_4_57.wav,Mɛyɛ ɔkobɔfoɔ akyinkyin asase so
1_Mose_4_58.wav,na obiara a ɔbɛnya me no bɛkum me
1_Mose_4_59.wav,"Nanso, Awurade ka kyerɛɛ me sɛ"
1_Mose_4_60.wav,Ɛnte saa koraa
1_Mose_4_61.wav, Obiara a ɔbɛkum Kain no
1_Mose_4_62.wav,bɛnya Kain asotwe no mprɛnson
1_Mose_4_63.wav,"Afei, Awurade hyɛɛ Kain"
1_Mose_4_64.wav,agyinaeɛ bi
1_Mose_4_65.wav,sɛdeɛ ɛbɛyɛ a
1_Mose_4_66.wav,obiara a
1_Mose_4_67.wav,ɔbɛhyia no no nkum no
1_Mose_4_68.wav," Enti, Kain dwane firii Awurade anim"
1_Mose_4_69.wav,kɔtenaa Nod asase so wɔ Eden apueeɛ fam
1_Mose_4_70.wav,Anibue Ahyɛaseɛ
1_Mose_4_71.wav,Kain de ne ho kaa ne yere
1_Mose_4_72.wav,na ɔnyinsɛnee
1_Mose_4_73.wav,ɛwoo ɔbabarima
1_Mose_4_74.wav,too no edin Henok
1_Mose_4_75.wav,Saa ɛberɛ no
1_Mose_4_76.wav,Kain kyekyeree kuro bi de too ne ba Henok
1_Mose_4_77.wav, Henok woo Irad
1_Mose_4_78.wav,Irad woo Mehuyael
1_Mose_4_79.wav,Mehuyael woo Metusael
1_Mose_4_80.wav,Metusael woo Lamek
1_Mose_4_81.wav,Lamek waree mmaa baanu a
1_Mose_4_82.wav,wɔn din de Ada ne Sila
1_Mose_4_83.wav,Ada woo Yabal
1_Mose_4_84.wav,a nʼasefoɔ yɛ wɔn a wɔte ntomadan mu yɛn mmoa
1_Mose_4_85.wav,Na Yabal nuabarima din de Yubal
1_Mose_4_86.wav,a nʼasefoɔ yɛ mmɛnhyɛnfoɔ
1_Mose_4_87.wav,ne asankubɔfoɔ
1_Mose_4_88.wav,Sila woo ɔbabarima a wɔfrɛ no
1_Mose_4_89.wav,Tubal-Kain
1_Mose_4_90.wav,Na ɔyɛ kɔbere dwumfoɔ
1_Mose_4_91.wav,ne nnadeɛ ahodoɔ nyinaa atomfoɔ agya
1_Mose_4_92.wav,Na Tubal-Kain wɔ nuabaa bi a ne din de Naama
1_Mose_4_93.wav,Ɛda bi Lamek ka kyerɛɛ ne yerenom
1_Mose_4_94.wav, Ada ne Sila sɛ
1_Mose_4_95.wav,Montie me
1_Mose_4_96.wav,me yerenom makum aberanteɛ bi a
1_Mose_4_97.wav,"ɔto hyɛɛ me so, piraa me"
1_Mose_4_98.wav,Sɛ Kain so aweretɔ bɛyɛ mprɛnson a
1_Mose_4_99.wav,"ɛnneɛ, me Lamek"
1_Mose_4_100.wav,deɛ ɔbɛkum me no
1_Mose_4_101.wav,nʼasotwe bɛyɛ mpɛn
1_Mose_4_102.wav,aduɔson nson
1_Mose_4_103.wav,"Akyire yi, Adam de ne ho kaa ne yere Hawa"
1_Mose_4_104.wav,Na ɔwoo ɔbabarima bio
1_Mose_4_105.wav,Na wɔtoo no edin Set kaa sɛ
1_Mose_4_106.wav,Onyankopɔn ama me ɔba foforɔ asi
1_Mose_4_107.wav,Habel a Kain kumm no no ananmu
1_Mose_4_108.wav,Set nso woo ɔbabarima
1_Mose_4_109.wav,na ɔtoo no edin
1_Mose_4_110.wav,Enos. Saa ɛberɛ no mu na
1_Mose_4_111.wav,nnipa hyɛɛ aseɛ bɔɔ Awurade edin
1_Mose_5_1.wav,mose nnwoma a ɛdikan ɛti num
1_Mose_5_2.wav,Adam Asefoɔ
